,縣市,鄉鎮,村里,土石流潛勢溪流編號,重要地標,參考雨量站  第一參考/第二參考,警戒值
0,南投縣,國姓鄉,南港村,投縣DF105,富山二號橋,樟湖/  九份二山,350
1,南投縣,國姓鄉,南港村,投縣DF104,港頭一號橋,樟湖/  九份二山,350
2,南投縣,國姓鄉,南港村,投縣DF103,慈聖橋,九份二山/  九份二山,350
3,南投縣,國姓鄉,南港村,投縣DF102,港源二號橋,九份二山/  九份二山,350
4,南投縣,國姓鄉,南港村,投縣DF101,中興橋,九份二山/  九份二山,350
5,南投縣,國姓鄉,長豐村,投縣DF251,永順橋,長豐/  國姓,350
6,南投縣,國姓鄉,長豐村,投縣DF087,長流國小,長豐/  國姓,350
7,南投縣,國姓鄉,長豐村,投縣DF086,長流國小,長豐/  國姓,350
8,南投縣,國姓鄉,長福村,投縣DF115,長興林道,長豐/  國姓,350
9,南投縣,國姓鄉,長福村,投縣DF114,東福橋,長豐/  國姓,350
