,縣市,鄉鎮,村里,土石流潛勢溪流編號,重要地標,參考雨量站  第一參考/第二參考,警戒值
0,新北市,石門區,乾華里,新北DF002,竹里二橋,三和/  富貴角,500
1,新北市,石門區,乾華里,新北DF001,竹里一橋,三和/  富貴角,500
2,新北市,平溪區,薯榔里,新北DF184,師公橋,火燒寮/  平溪旅遊,550
3,新北市,平溪區,嶺腳里,新北DF185,白鶯橋,火燒寮/  平溪旅遊,550
4,新北市,平溪區,新寮里,新北DF187,新平溪煤礦公司,平溪旅遊/  五分山,550
5,新北市,平溪區,菁桐里,新北DF183,復興橋,火燒寮/  平溪旅遊,550
6,新北市,平溪區,南山里,新北DF186,平溪區南山里4鄰南山坪118號,平溪旅遊/  五分山,550
7,新北市,平溪區,十分里,新北DF189,隆興宮,平溪旅遊/  五分山,550
8,新北市,平溪區,十分里,新北DF188,十分國小,平溪旅遊/  五分山,550
9,新北市,五股區,觀音里,新北DF022,中直路無名橋,硬漢嶺/  長坑國小,500
