,縣市,鄉鎮,村里,土石流潛勢溪流編號,重要地標,參考雨量站  第一參考/第二參考,警戒值
0,高雄市,美濃區,福安里,高市DF042,清泉佛堂,美濃/  美濃(2),500
1,高雄市,美濃區,福安里,高市DF041,榕樹伯公福德寺,美濃/  美濃(2),500
2,高雄市,美濃區,福安里,高市DF040,靈山雷音寺,美濃/  美濃(2),500
3,高雄市,美濃區,福安里,高市DF039,廣善堂,美濃/  美濃(2),500
4,高雄市,美濃區,獅山里,高市DF043,竹田發電廠水利工作站,吉東/  新豐(1),500
5,高雄市,美濃區,中圳里,高市DF096,萬年橋,美濃/  美濃(2),500
6,高雄市,美濃區,中圳里,高市DF038,崇光禪寺,美濃/  美濃(2),500
7,高雄市,美濃區,中圳里,高市DF037,觀音佛堂,美濃/  美濃(2),500
8,高雄市,阿蓮區,復安里,高市DF028,復安國小,阿公店/  阿蓮,650
9,高雄市,岡山區,華崗里,高市DF029,嘉新國小,阿公店/  岡山,600
