,縣市,鄉鎮,村里,土石流潛勢溪流編號,重要地標,參考雨量站  第一參考/第二參考,警戒值
0,花蓮縣,瑞穗鄉,奇美村,花縣DF088,花64線16.8K秀姑橋,奇美國小/  靜浦,550
1,花蓮縣,瑞穗鄉,奇美村,花縣DF087,花64線17.3K,奇美國小/  靜浦,550
2,花蓮縣,富里鄉,羅山村,花縣DF058,九岸溪橋,六十石山/  明里,600
3,花蓮縣,富里鄉,羅山村,花縣DF057,螺仔溪橋,六十石山/  明里,600
4,花蓮縣,富里鄉,豐南村,花縣DF056,豐南社區活動中心,豐南/  池上,600
5,花蓮縣,富里鄉,學田村,花縣DF170,南興路4號,豐南/  池上,600
6,花蓮縣,富里鄉,萬寧村,花縣DF167,阿眉溪橋,東里國中/  東里,600
7,花蓮縣,富里鄉,新興村,花縣DF053,馬加祿橋,六十石山/  明里,600
8,花蓮縣,富里鄉,富南村,花縣DF055,富南橋,豐南/  池上,600
9,花蓮縣,富里鄉,吳江村,花縣DF163,台9線300K吳江橋,東里國中/  東里,600
