,縣市,鄉鎮,村里,土石流潛勢溪流編號,重要地標,參考雨量站  第一參考/第二參考,警戒值
0,嘉義縣,梅山鄉,瑞里村,嘉縣DF003,瑞里二號橋,瑞里/  太和村,350
1,嘉義縣,梅山鄉,安靖村,嘉縣DF007,靖興宮,嘉義梅山/  華山,350
2,嘉義縣,梅山鄉,圳南村,嘉縣DF002,圳南社區活動中心,嘉義梅山/  華山,350
3,嘉義縣,梅山鄉,太和村,嘉縣DF063,香女茶廠,太和村/  瑞里,350
4,嘉義縣,梅山鄉,太和村,嘉縣DF048,仁和國小,太和村/  瑞里,350
5,嘉義縣,梅山鄉,太和村,嘉縣DF047,仁和國小,太和村/  瑞里,350
6,嘉義縣,梅山鄉,太和村,嘉縣DF008,梅嶺大橋,太和村/  瑞里,350
7,嘉義縣,阿里山鄉,豐山村,嘉縣DF041,行天橋,豐山/  豐山,300
8,嘉義縣,阿里山鄉,豐山村,嘉縣DF040,全仔社橋,豐山/  豐山,300
9,嘉義縣,阿里山鄉,豐山村,嘉縣DF039,豐山土石流觀測站,豐山/  豐山,300
