,縣市,鄉鎮,村里,土石流潛勢溪流編號,重要地標,參考雨量站  第一參考/第二參考,警戒值
0,高雄市,甲仙區,小林里,高市DF009,北極殿,小林/  甲仙,450
1,高雄市,甲仙區,小林里,高市DF008,台29線(臨11便道)7.1K,小林/  甲仙,450
2,高雄市,甲仙區,大田里,高市DF017,寶隆國小,甲仙/  甲仙(2),450
3,高雄市,甲仙區,大田里,高市DF016,寶隆國小,甲仙/  甲仙(2),450
4,高雄市,甲仙區,大田里,高市DF015,甲仙大橋,甲仙/  甲仙(2),450
5,高雄市,田寮區,新興里,高市DF027,高14線5.6K,尖山/  阿公店,600
6,高雄市,六龜區,寶來里,高市DF073,建山一橋,建山國小/  高中,350
7,高雄市,六龜區,寶來里,高市DF047,寶來一橋,建山國小/  高中,350
8,高雄市,六龜區,寶來里,高市DF046,五龍宮,建山國小/  高中,350
9,高雄市,六龜區,興龍里,高市DF101,清涼山護國妙崇寺,新發國小/  新發,350
