,縣市,鄉鎮,村里,土石流潛勢溪流編號,重要地標,參考雨量站  第一參考/第二參考,警戒值
0,臺南市,東山區,南勢里,南市DF017,橫路咖啡工作室,東原/  王爺宮,500
1,臺南市,東山區,南勢里,南市DF016,碧蓮寺,東原/  王爺宮,500
2,臺南市,東山區,南勢里,南市DF015,東原國小,東原/  王爺宮,500
3,臺南市,東山區,青山里,南市DF027,龍湖山生態農莊,崁頭山/  北寮,500
4,臺南市,東山區,青山里,南市DF026,青山89之1號,崁頭山/  北寮,500
5,臺南市,白河區,關嶺里,南市DF011,仙草國小關子嶺分校,關子嶺/  關子嶺(2),500
6,臺南市,白河區,關嶺里,南市DF010,仙草國小關子嶺分校,關子嶺/  關子嶺(2),500
7,臺南市,白河區,關嶺里,南市DF009,仙草國小關子嶺分校,關子嶺/  關子嶺(2),500
8,臺南市,白河區,關嶺里,南市DF008,普照寺,大棟山/  北寮,500
9,臺南市,白河區,關嶺里,南市DF007,仙草國小關子嶺分校,大棟山/  北寮,500
