,縣市,鄉鎮,村里,土石流潛勢溪流編號,重要地標,參考雨量站  第一參考/第二參考,警戒值
0,桃園市,龜山區,龍壽里,桃市DF007,第二尖山橋,龍壽社區/  龜山,550
1,桃園市,龜山區,龍壽里,桃市DF006,萬壽路一段540-1號,龍壽社區/  龜山,550
2,桃園市,龜山區,龍壽里,桃市DF005,大坑溪橋,龍壽社區/  龜山,550
3,桃園市,龜山區,龍壽里,桃市DF004,高鐵龜山隧道北口,龍壽社區/  龜山,550
4,桃園市,龜山區,龍壽里,桃市DF003,尖山腳,龍壽社區/  龜山,550
5,桃園市,龜山區,龍壽里,桃市DF002,龍壽橋,龍壽社區/  龜山,550
6,桃園市,龜山區,龍華里,桃市DF008,光啟高中,龍壽社區/  龜山,550
7,桃園市,龜山區,迴龍里,桃市DF009,萬壽路一段50巷35號,龍壽社區/  龜山,550
8,桃園市,龜山區,兔坑里,桃市DF001,大同路1436號,山佳/  龍壽社區,550
9,桃園市,龜山區,文青里,桃市DF010,青山路二段31號,龍壽社區/  龜山,550
