,縣市,鄉鎮,村里,土石流潛勢溪流編號,重要地標,參考雨量站  第一參考/第二參考,警戒值
0,宜蘭縣,大同鄉,茂安村,宜縣DF066,台7甲線8K對岸,留茂安/  土場,550
1,宜蘭縣,大同鄉,茂安村,宜縣DF065,台7甲線7.8K,留茂安/  土場,550
2,宜蘭縣,大同鄉,南山村,宜縣DF084,章傑橋,南山/  南山,550
3,宜蘭縣,大同鄉,南山村,宜縣DF083,星文橋,南山/  南山,550
4,宜蘭縣,大同鄉,南山村,宜縣DF082,家驤橋,南山/  南山,550
5,宜蘭縣,大同鄉,南山村,宜縣DF081,南山國小,南山/  南山,550
6,宜蘭縣,大同鄉,南山村,宜縣DF080,可法橋,南山/  南山,550
7,宜蘭縣,大同鄉,南山村,宜縣DF079,台7甲線29.2K,南山/  南山,550
8,宜蘭縣,大同鄉,南山村,宜縣DF078,美優橋,南山/  南山,550
9,宜蘭縣,大同鄉,松羅村,宜縣DF057,松羅橋,玉蘭/  牛鬥,550
