,縣市,鄉鎮,村里,土石流潛勢溪流編號,重要地標,參考雨量站  第一參考/第二參考,警戒值
0,花蓮縣,豐濱鄉,磯崎村,花縣DF098,二十二號橋,加路蘭山/  東興部落,450
1,花蓮縣,豐濱鄉,磯崎村,花縣DF097,新磯隧道,加路蘭山/  東興部落,450
2,花蓮縣,豐濱鄉,磯崎村,花縣DF096,龜庵天主堂,加路蘭山/  東興部落,450
3,花蓮縣,豐濱鄉,磯崎村,花縣DF095,新磯橋,加路蘭山/  東興部落,450
4,花蓮縣,豐濱鄉,磯崎村,花縣DF094,磯崎國小,蕃薯寮/  山興分校,450
5,花蓮縣,豐濱鄉,磯崎村,花縣DF093,二十號橋,蕃薯寮/  山興分校,450
6,花蓮縣,豐濱鄉,新社村,花縣DF102,永豐橋,東興部落/  豐濱,450
7,花蓮縣,豐濱鄉,新社村,花縣DF101,東興橋,東興部落/  豐濱,450
8,花蓮縣,豐濱鄉,新社村,花縣DF100,新社國小,東興部落/  豐濱,450
9,花蓮縣,豐濱鄉,新社村,花縣DF099,二十三號橋,加路蘭山/  東興部落,450
