,縣市,鄉鎮,村里,土石流潛勢溪流編號,重要地標,參考雨量站  第一參考/第二參考,警戒值
0,臺北市,北投區,大屯里,北市DF008,復興高中,大屯國小/  貴子坑,500
1,臺北市,文山區,政大里,北市DF033,萬壽橋,貓空/  指南里,500
2,臺北市,文山區,指南里,北市DF032,石坡坑橋,貓空/  指南里,500
3,臺北市,文山區,老泉里,北市DF031,景美隧道,貓空/  指南里,500
4,臺北市,內湖區,碧山里,北市DF044,金龍禪寺,碧湖國小/  內湖,500
5,臺北市,內湖區,碧山里,北市DF043,碧霞宮,碧湖國小/  內湖,500
6,臺北市,內湖區,港華里,北市DF048,麗草新村,內湖/  金面山,500
7,臺北市,內湖區,港華里,北市DF047,麗山新村,內湖/  金面山,500
8,臺北市,內湖區,金瑞里,北市DF046,護國延平宮,碧湖國小/  內湖,500
9,臺北市,內湖區,金瑞里,北市DF045,護國延平宮,碧湖國小/  內湖,500
