,縣市,鄉鎮,村里,土石流潛勢溪流編號,重要地標,參考雨量站  第一參考/第二參考,警戒值
0,桃園市,復興區,羅浮里,桃市DF034,合流,霞雲/  復興,300
1,桃園市,復興區,羅浮里,桃市DF033,拉號橋,高坡國小/  霞雲,300
2,桃園市,復興區,羅浮里,桃市DF032,高坡橋,高坡國小/  霞雲,300
3,桃園市,復興區,羅浮里,桃市DF031,大灣,高坡國小/  霞雲,300
4,桃園市,復興區,羅浮里,桃市DF030,大灣,高坡國小/  霞雲,300
5,桃園市,復興區,霞雲里,桃市DF051,流霞二號橋,霞雲/  復興,300
6,桃園市,復興區,霞雲里,桃市DF050,彩霞谷,霞雲/  復興,300
7,桃園市,復興區,澤仁里,桃市DF026,救國團復興青年活動中心,霞雲/  復興,300
8,桃園市,復興區,澤仁里,桃市DF025,森鄰水岸觀景咖啡館,復興/  霞雲,300
9,桃園市,復興區,義盛里,桃市DF049,下宇內三木露營區,霞雲/  復興,300
