,縣市,鄉鎮,村里,土石流潛勢溪流編號,重要地標,參考雨量站  第一參考/第二參考,警戒值
0,新北市,雙溪區,長源里,新北DF148,柑林國小,柑林國小/  上林國小,550
1,新北市,雙溪區,牡丹里,新北DF136,牡丹社區活動中心,雙溪/  上林國小,550
2,新北市,雙溪區,平林里,新北DF142,平林橋,雙溪/  上林國小,550
3,新北市,雙溪區,平林里,新北DF141,雙溪高中,雙溪/  上林國小,550
4,新北市,雙溪區,平林里,新北DF140,台2丙線19.3K,雙溪/  上林國小,550
5,新北市,雙溪區,平林里,新北DF139,平林農場,雙溪/  上林國小,550
6,新北市,雙溪區,平林里,新北DF138,中正隧道,雙溪/  上林國小,550
7,新北市,雙溪區,平林里,新北DF137,內挖仔橋,雙溪/  上林國小,550
8,新北市,雙溪區,外柑里,新北DF147,上林國小,柑林國小/  上林國小,550
9,新北市,雙溪區,外柑里,新北DF146,外柑三號橋,柑林國小/  上林國小,550
