,縣市,鄉鎮,村里,土石流潛勢溪流編號,重要地標,參考雨量站  第一參考/第二參考,警戒值
0,臺中市,和平區,博愛里,中市DF030,元宵橋,上谷關/  松鶴,350
1,臺中市,和平區,博愛里,中市DF029,麗陽營區,松鶴/  上谷關,350
2,臺中市,和平區,博愛里,中市DF028,長青橋,松鶴/  上谷關,350
3,臺中市,和平區,博愛里,中市DF027,松鶴部落,松鶴/  上谷關,350
4,臺中市,和平區,博愛里,中市DF026,松鶴部落,松鶴/  上谷關,350
5,臺中市,和平區,博愛里,中市DF025,裡冷隧道,松鶴/  上谷關,350
6,臺中市,和平區,博愛里,中市DF024,同心橋,松鶴/  上谷關,350
7,臺中市,和平區,博愛里,中市DF023,裡冷橋,松鶴/  上谷關,350
8,臺中市,和平區,梨山里,中市DF110,台8線77.8K晉元橋,梨山/  德基,350
9,臺中市,和平區,梨山里,中市DF101,大甲溪發電廠德基電廠,德基/  梨山,350
