,縣市,鄉鎮,村里,土石流潛勢溪流編號,重要地標,參考雨量站  第一參考/第二參考,警戒值
0,花蓮縣,秀林鄉,秀林村,花縣DF021,秀林2號橋,三棧/  富世,350
1,花蓮縣,秀林鄉,秀林村,花縣DF020,秀林3號橋,三棧/  富世,350
2,花蓮縣,秀林鄉,水源村,花縣DF013,水源國小,水源/  花蓮農改,350
3,花蓮縣,秀林鄉,水源村,花縣DF012,水源橋,水源/  花蓮農改,350
4,花蓮縣,秀林鄉,文蘭村,花縣DF007,立明橋,荖溪/  壽豐,350
5,花蓮縣,秀林鄉,文蘭村,花縣DF006,池南橋,荖溪/  壽豐,350
6,花蓮縣,秀林鄉,文蘭村,花縣DF005,榮民石礦,西林/  西林,350
7,花蓮縣,吉安鄉,福興村,花縣DF159,福興路433號,水源/  花蓮農改,450
8,花蓮縣,吉安鄉,福興村,花縣DF158,軍人公墓,水源/  花蓮農改,450
9,花蓮縣,吉安鄉,南華村,花縣DF157,南華國小,鯉魚潭/  花蓮農改,450
