,縣市,鄉鎮,村里,土石流潛勢溪流編號,重要地標,參考雨量站  第一參考/第二參考,警戒值
0,花蓮縣,鳳林鎮,山興里,花縣DF129,山興二號橋,山興分校/  蕃薯寮,500
1,花蓮縣,壽豐鄉,鹽寮村,花縣DF149,佛寺橋,大坑/  東華,450
2,花蓮縣,壽豐鄉,鹽寮村,花縣DF148,鹽寮橋,大坑/  東華,450
3,花蓮縣,壽豐鄉,鹽寮村,花縣DF147,第十二號橋,水璉/  月眉山,450
4,花蓮縣,壽豐鄉,豐山村,花縣DF136,豐山橋,溪口國小/  壽豐,450
5,花蓮縣,壽豐鄉,樹湖村,花縣DF138,豐山國小,溪口國小/  壽豐,450
6,花蓮縣,壽豐鄉,樹湖村,花縣DF137,感恩寺,溪口國小/  壽豐,450
7,花蓮縣,壽豐鄉,溪口村,花縣DF139,天師橋,溪口國小/  壽豐,450
8,花蓮縣,壽豐鄉,志學村,花縣DF135,志學車站,鯉魚潭/  東華,450
9,花蓮縣,壽豐鄉,米棧村,花縣DF143,中興大橋,中興/  山興分校,450
