,縣市,鄉鎮,村里,土石流潛勢溪流編號,重要地標,參考雨量站  第一參考/第二參考,警戒值
0,高雄市,六龜區,六龜里,高市DF098,文殊院,新發國小/  新發,350
1,高雄市,六龜區,中興里,高市DF053,慈濟寺,六龜/  林試六龜中,350
2,高雄市,六龜區,中興里,高市DF052,第五號橋,六龜/  林試六龜中,350
3,高雄市,六龜區,中興里,高市DF051,第七號橋,六龜/  林試六龜中,350
4,高雄市,六龜區,大津里,高市DF075,津鳳宮,大津/  新豐(1),350
5,高雄市,六龜區,大津里,高市DF050,-,大津/  新豐(1),350
6,高雄市,六龜區,大津里,高市DF049,大津基督教會,大津/  新豐(1),350
7,高雄市,內門區,金竹里,高市DF024,協天觀音寺,溝坪/  月眉,550
8,高雄市,內門區,永富里,高市DF025,靈旺山莊,溝坪/  月眉,550
9,高雄市,內門區,永吉里,高市DF026,明山2號,溝坪/  月眉,550
